game,score,steps
872,20.0,2017
873,21.0,1692
874,21.0,1693
875,20.0,1990
876,14.0,2261
877,21.0,1950
878,14.0,2342
879,16.0,1971
880,20.0,1816
881,11.0,2352
882,21.0,1964
883,14.0,2566
884,21.0,1966
885,17.0,2034
886,21.0,1694
887,14.0,2364
888,21.0,1691
889,12.0,2692
890,18.0,2455
891,11.0,2547
892,21.0,2314
893,19.0,2044
894,18.0,2050
895,12.0,2602
896,17.0,2195
897,14.0,2781
898,21.0,1950
899,21.0,2291
900,17.0,2135
901,21.0,1692
902,21.0,1734
903,18.0,1921
904,10.0,3031
905,13.0,2481
906,13.0,2424
907,18.0,2042
908,14.0,2227
909,17.0,2163
910,21.0,1693
911,21.0,1733
912,21.0,1691
913,18.0,2434
914,17.0,2142
915,17.0,1995
916,19.0,1975
917,13.0,2442
918,19.0,1977
919,21.0,2034
920,21.0,1696
921,18.0,1928
922,21.0,1695
923,18.0,2077
924,15.0,2532
925,11.0,2804
926,21.0,1969
927,21.0,1947
928,21.0,1963
929,21.0,1694
930,21.0,1963
931,17.0,2404
932,20.0,2330
933,21.0,1738
934,21.0,1733
935,21.0,1951
936,15.0,2010
937,21.0,1966
938,18.0,2053
939,21.0,1965
940,21.0,2287
941,21.0,1964
942,21.0,1964
943,21.0,1736
944,21.0,1966
945,12.0,2634
946,16.0,2016
947,21.0,1694
948,21.0,2291
949,7.0,2262
950,13.0,2300
951,18.0,1848
952,21.0,1734
953,17.0,2271
954,21.0,2285
955,19.0,1631
956,20.0,2242
957,11.0,2362
958,21.0,2285
959,21.0,1694
960,21.0,1732
961,15.0,2807
962,19.0,2019
963,21.0,1963
964,20.0,1781
965,21.0,1695
966,19.0,2046
967,18.0,2369
968,8.0,2252
969,17.0,2514
970,19.0,2056
971,21.0,1950
972,19.0,1897
973,21.0,1690
974,17.0,2141
975,-1.0,3025
976,21.0,2290
977,13.0,2321
978,19.0,2311
979,15.0,2471
980,21.0,1964
981,20.0,1791
982,21.0,1963
983,17.0,2107
984,21.0,2290
985,16.0,2390
986,21.0,1696
987,16.0,2061
988,21.0,1691
989,19.0,2011
990,17.0,2061
991,18.0,2410
992,21.0,1965
993,21.0,2288
994,19.0,1773
995,13.0,2277
996,21.0,1738
997,21.0,1696
998,17.0,2137
999,14.0,2227
1000,18.0,2202
